"name","min_players","max_players","play_time","min_age","users_rated","rating_average","bgg_rank","complexity_average","mechanics","domains","game_age","Stars"
"Seega",2,2,20,8,39,5.73,16625,2.2,"Point to Point Movement","Abstract Games",2022,"3"
"Pizzeria Italia",2,6,0,6,44,5.64,16626,1,"Card Drafting, Pattern Building","Basic",8,"3"
"Brilliant Lances",2,6,120,12,52,5.56,16627,3,"Critical Hits and Failures, Dice Rolling, Events, Grid Movement, Hexagon Grid, Impulse Movement, Scenario , Mission , Campaign Game, Simulation, Simultaneous Action Selection","Wargames",29,"3"
"Dr. Hrubec",2,5,40,13,53,5.65,16628,2.25,"Dice Rolling, Hand Management","Basic",9,"3"
"Phase",2,5,40,14,61,5.88,16629,2,"Not mentioned","Customizable Games",6,"3"
"Grimslingers: Advanced Duels",1,2,20,14,42,5.55,16630,1,"Push Your Luck, Rock-Paper-Scissors, Simultaneous Action Selection, Variable Player Powers","Basic",4,"3"
"Exago",2,6,30,9,195,5.6,16631,1.4,"Enclosure, Tile Placement","Abstract Games",18,"3"
"Monopoly: The Big Bang Theory",2,8,120,12,36,6.01,16632,0,"Auction,Bidding, Player Elimination, Roll , Spin and Move, Set Collection, Trading","Basic",8,"4"
"Srebrna flota",2,8,180,0,47,5.71,16633,3.22,"Dice Rolling, Hexagon Grid","Wargames",28,"3"
"Meteor Strike",2,2,10,7,50,5.63,16634,1,"Dice Rolling, Enclosure","Basic",12,"3"
"Aguila Roja",2,4,90,12,45,5.89,16635,2.33,"Cooperative Game, Dice Rolling, Point to Point Movement","Basic",12,"3"
"Professor Pugnacious",2,4,45,14,83,5.69,16636,2.17,"Card Drafting, Deck Bag and Pool Building, Simultaneous Action Selection","Basic",9,"3"
"Supercharge: Battle of El Alamein, October 1942",1,2,120,12,31,5.61,16637,2,"Dice Rolling, Hexagon Grid, Simulation, Zone of Control","Wargames",46,"3"
"Neko-in",3,6,30,7,36,5.54,16638,1,"Area Movement, Dice Rolling, Simultaneous Action Selection, Take That","Basic",7,"3"
"Lifetime",3,6,45,12,43,5.54,16639,1,"Hand Management, Push Your Luck","Basic",26,"3"
"Prime Wars",2,4,20,0,47,5.63,16640,1.13,"Not mentioned","Basic",9,"3"
"Birds, Bugs and Beans",2,6,30,6,54,5.51,16641,1,"Not mentioned","Children's Games",19,"3"
"Finders keepers!",2,6,20,5,189,5.53,16642,1.33,"Pattern Recognition","Children's Games",29,"3"
"Life & Legend",1,4,60,10,33,6.9,16643,3,"Dice Rolling, Set Collection","Basic",6,"4"
"Pain Doctors: The Game of Recreational Surgery",2,6,60,14,47,5.75,16644,1.67,"Hand Management","Basic",26,"3"
"Scorpion",2,4,20,10,33,5.58,16645,3,"Dice Rolling, Roll , Spin and Move","Basic",39,"3"
"Groovy Pips",2,6,25,8,42,5.6,16646,1.25,"Dice Rolling","Basic",8,"3"
"Würfel Express",2,6,30,8,54,5.57,16647,2.33,"Dice Rolling","Basic",13,"3"
"Psychologizer",2,8,0,0,30,6.19,16648,1.33,"Point to Point Movement","Basic",2022,"4"
"La Segunda Guerra Mundial",2,4,90,0,77,5.63,16649,1.63,"Not mentioned","Wargames",40,"3"
"Columbus",2,5,60,10,63,5.57,16650,1.75,"Roll , Spin and Move","Basic",31,"3"
"Goblin Dice",2,6,30,8,82,5.64,16651,2,"Dice Rolling, Modular Board","Basic",7,"3"
"Nessie Hunt",1,5,60,0,52,5.77,16652,1.67,"Roll , Spin and Move","Basic",36,"3"
"Dilbert: The Board Game",3,6,90,14,181,5.62,16653,1.76,"Not mentioned","Thematic Games",16,"3"
"Get Out",2,8,120,10,244,5.54,16654,1.5,"Not mentioned","Family Games, Thematic Games",24,"3"
"Caramba!",2,4,30,10,45,5.59,16655,1.71,"Auction,Bidding, Hand Management","Basic",18,"3"
"Kuhno",2,5,20,8,39,5.53,16656,1,"Not mentioned","Basic",6,"3"
"Eternas",2,2,5,6,34,5.55,16657,1,"Pattern Building","Basic",11,"3"
"Sedition Wars: Battle for Alabaster",2,2,60,12,293,5.64,16658,3,"Dice Rolling, Modular Board, Variable Player Powers","Thematic Games, Wargames",9,"3"
"Cluedo: Die drei ???",2,6,30,8,32,5.77,16659,1.5,"Modular Board, Roll , Spin and Move","Basic",9,"3"
"Xoom Cubes",2,4,10,6,32,5.39,16660,1.33,"Dice Rolling","Basic",9,"3"
"Monkey Butt",2,8,30,8,40,6.16,16661,1.67,"Hand Management, Memory, Player Elimination, Take That","Basic",6,"4"
"Revolución",3,6,45,10,31,5.53,16662,1.25,"Hand Management, Variable Player Powers","Basic",23,"3"
"Mafia",3,5,120,13,33,5.55,16663,1.5,"Roll , Spin and Move","Basic",41,"3"
"Rolf",2,8,30,8,34,5.57,16664,1.5,"Voting","Basic",5,"3"
"Ringside",2,2,60,10,36,5.54,16665,2,"Dice Rolling, Simulation, Square Grid","Basic",42,"3"
"Arktia",2,4,15,12,113,5.49,16666,2.33,"Area Majority , Influence, Area Movement, Modular Board, Network and Route Building","Basic",14,"3"
"Bushi",2,2,60,12,40,5.58,16667,2.5,"Area Movement","Abstract Games",52,"3"
"War in the Aegean",2,2,300,12,42,5.73,16668,3.8,"Hexagon Grid","Wargames",17,"3"
"My First Triominos",2,4,30,4,42,5.6,16669,0,"Cooperative Game, Tile Placement","Basic",2022,"3"
"Weapons & Warriors: Cavalry Attack Set",2,2,30,7,30,5.53,16670,0,"Not mentioned","Basic",28,"3"
"Babuschka",2,4,30,8,51,5.48,16671,1.86,"Not mentioned","Abstract Games",40,"3"
"Samurai Jack: Back to the Past",2,5,60,13,56,6.07,16672,2,"Card Drafting, Cooperative Game, Hand Management, Modular Board, Set Collection, Simultaneous Action Selection","Basic",4,"4"
"Zeepkistenrace",2,6,15,6,32,5.59,16673,1,"Simultaneous Action Selection, Variable Phase Order","Basic",18,"3"
"Shuffle My Little Pony",2,4,20,5,34,5.57,16674,1,"Tile Placement","Basic",8,"3"
"Wash Dash",2,6,20,6,45,5.62,16675,1,"Not mentioned","Basic",8,"3"
"Chip-Chip Hurra",2,4,45,6,114,5.47,16676,1.11,"Not mentioned","Children's Games",21,"3"
"Avista",2,10,15,8,66,5.53,16677,1,"Not mentioned","Basic",2022,"3"
"Gambler",2,4,45,10,284,5.57,16678,1.15,"Betting and Bluffing, Roll , Spin and Move","Basic",47,"3"
"Globetrotters",2,6,90,12,199,5.76,16679,1.75,"Roll , Spin and Move, Set Collection","Basic",38,"3"
"Justice League: Axis of Villains Strategy Game",2,4,60,8,229,5.57,16680,1.5,"Cooperative Game, Dice Rolling, Grid Movement, Variable Player Powers","Basic",9,"3"
"Il Trono di Mortadella",2,7,45,10,33,6.05,16681,1,"Dice Rolling","Basic",6,"4"
"Space Bowl",2,8,35,8,31,5.95,16682,1,"Pattern Recognition","Basic",3,"3"
"Raiding Parties: Golden Age of Piracy",2,4,30,10,47,6.32,16683,1.67,"Card Drafting, Hand Management","Basic",10,"4"
"The Touch",2,6,45,0,37,5.58,16684,0,"Line Drawing, Memory, Pattern Building, Set Collection","Children's Games",20,"3"
"Mount Pingo",1,5,15,5,36,5.62,16685,1,"Not mentioned","Basic",7,"3"
"The 90's Game",2,6,90,15,41,5.8,16686,1.4,"Not mentioned","Basic",19,"3"
"Tops",2,4,20,7,47,5.52,16687,1.25,"Not mentioned","Basic",20,"3"
"Wordrop",2,4,30,8,53,5.57,16688,1.6,"Tile Placement","Basic",20,"3"
"Contigo",2,4,45,12,67,5.7,16689,2.25,"Pattern Building, Pattern Recognition","Abstract Games",48,"3"
"Lady Richmond: Ein erzocktes Erbe",2,5,30,8,65,5.53,16690,1.4,"Auction,Bidding, Push Your Luck, Variable Phase Order","Basic",6,"3"
"Sky Runner",2,5,30,8,406,5.55,16691,1.57,"Auction,Bidding, Hand Management, Simultaneous Action Selection","Basic",23,"3"
"Borneo",3,5,45,10,182,5.55,16692,2.15,"Hand Management, Set Collection, Stock Holding","Basic",15,"3"
"Cave Pilot 55",1,4,100,14,36,6.56,16693,3,"Card Drafting, Dice Rolling, Modular Board","Basic",7,"4"
"Ring it!",2,9,0,5,31,5.52,16694,1,"Pattern Recognition, Player Elimination","Basic",7,"3"
"Taboo Quick Draw",4,8,60,8,37,5.64,16695,1.33,"Line Drawing, Paper-and-Pencil, Team-Based Game","Basic",20,"3"
"Dead Stop!",2,2,30,8,37,5.53,16696,1.75,"Not mentioned","Basic",43,"3"
"Mucks Mäuschen Still",2,4,15,5,34,5.52,16697,1,"Dice Rolling","Children's Games",13,"3"
"Kesselschlacht: Ukraine Spring 1944",2,2,480,12,50,5.56,16698,3.18,"Dice Rolling, Hexagon Grid","Wargames",30,"3"
"Stone Soup",2,6,15,5,57,5.65,16699,1,"Cooperative Game, Memory, Once-Per-Game Abilities","Basic",11,"3"
"Casbah",1,4,45,8,35,5.52,16700,1,"Tile Placement","Basic",18,"3"
"Stellar Armada",1,4,20,13,62,5.66,16701,1,"Action Points, Dice Rolling","Basic",5,"3"
"Haiku Warrior",1,4,60,13,34,5.65,16702,2,"Cooperative Game, Dice Rolling, Role Playing","Basic",6,"3"
"Spank the Yeti: The Adult Party Game of Questionable Decisions",2,10,30,17,47,5.73,16703,1,"Voting","Basic",6,"3"
"Aunt Millie's Millions",3,6,20,10,73,5.69,16704,1.13,"Role Playing, Set Collection, Storytelling, Trick-taking","Basic",15,"3"
"Globalization",2,6,60,12,84,5.67,16705,2.57,"Auction,Bidding, Loans","Basic",12,"3"
"Lil' Cthulhu",2,5,60,6,55,5.45,16706,1.6,"Auction,Bidding, Hand Management, Player Elimination, Push Your Luck, Set Collection","Basic",6,"3"
"SET Junior",2,4,15,5,64,5.5,16707,1,"Pattern Recognition, Set Collection","Basic",10,"3"
"Flea Market",3,5,40,8,98,5.51,16708,1,"Auction,Bidding, Dice Rolling","Basic",7,"3"
"Monopoly: The Heirloom Edition",2,8,300,8,65,5.38,16709,2,"Auction,Bidding, Player Elimination, Roll , Spin and Move, Set Collection, Trading","Basic",25,"3"
"Tricks",3,5,30,10,60,5.61,16710,1.43,"Trick-taking","Basic",27,"3"
"Tank Commander: The Eastern Front",2,4,45,10,35,5.9,16711,2.5,"Area Movement","Wargames",25,"3"
"2ème D.B. 'I' Normandie",2,2,0,12,33,5.64,16712,3.14,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio , Combat Results Table, Simulation, Zone of Control","Wargames",39,"3"
"IQube",1,4,30,0,31,5.52,16713,0,"Memory, Pattern Recognition","Abstract Games",16,"3"
"Grunwald 1410",2,2,180,12,37,5.73,16714,2.86,"Hexagon Grid","Wargames",23,"3"
"Scene It? 80s",2,12,30,13,51,5.54,16715,1,"Not mentioned","Basic",13,"3"
"Tabu Body Talk",4,16,0,12,53,5.64,16716,1.6,"Acting, Team-Based Game","Basic",21,"3"
"Weapons & Warriors: Lashout Launcher Set",2,2,30,7,30,5.62,16717,1,"Roll , Spin and Move","Wargames",28,"3"
"Pussy Cat",2,2,20,8,83,5.51,16718,1.56,"Not mentioned","Basic",19,"3"
"Shopping List",2,4,15,3,107,5.55,16719,1,"Memory, Set Collection","Children's Games",27,"3"
"GearSeed",2,4,30,0,71,5.54,16720,1.5,"Hand Management, Tile Placement","Basic",6,"3"
"Code Monkey Island",2,4,45,6,34,5.39,16721,1.5,"Card Drafting","Basic",8,"3"
"Party Scrabble",2,4,0,8,42,5.66,16722,2.33,"Not mentioned","Basic",18,"3"
"Konito?",2,12,30,8,113,5.57,16723,1,"Modular Board, Storytelling","Party Games",10,"3"
"Therapy, The Second Session",3,6,90,16,46,5.5,16724,1.2,"Roll , Spin and Move","Basic",26,"3"
"FutuRisiKo",3,6,180,10,250,5.6,16725,2.05,"Area Movement, Dice Rolling, Hand Management","Wargames",30,"3"
"Mömmen",2,5,45,7,42,5.59,16726,1,"Set Collection","Children's Games",21,"3"
"North Sea Oil",2,6,120,12,51,5.5,16727,2.2,"Auction,Bidding, Memory, Simulation, Tile Placement","Basic",48,"3"
"Jumpin",2,2,15,8,197,5.52,16728,1.62,"Grid Movement","Abstract Games",58,"3"
"War of the States: Chickamauga & Chattanooga",2,2,30,12,54,5.53,16729,2.58,"Hexagon Grid","Wargames",19,"3"
"Would I Lie to You?",2,8,0,12,36,5.48,16730,0,"Team-Based Game","Basic",11,"3"
"Pro Foto-Football",2,2,0,12,35,5.55,16731,1.2,"Not mentioned","Basic",45,"3"
"Viewpoint",2,6,15,7,65,5.88,16732,1.5,"Hand Management","Basic",13,"3"
"Avatar: The Last Airbender Trading Card Game",2,2,15,0,55,5.5,16733,1.9,"Not mentioned","Customizable Games",16,"3"
"Beyblade",2,2,10,0,62,5.62,16734,1,"Not mentioned","Basic",23,"3"
"Six",2,5,6,8,109,5.5,16735,1,"Dice Rolling","Basic",14,"3"
"Activity Club-Edition",3,16,45,18,116,5.59,16736,1.33,"Acting, Team-Based Game","Basic",20,"3"
"A.D.A.P.T.",2,3,40,7,123,5.7,16737,2.86,"Card Drafting, Deck Bag and Pool Building, Dice Rolling, Hand Management, Variable Player Powers","Basic",6,"3"
"Three Little Pigs",2,4,0,3,44,5.56,16738,1,"Roll , Spin and Move, Set Collection","Basic",12,"3"
"Kitten Klash",2,2,2,6,107,5.78,16739,1,"Pattern Recognition, Set Collection","Basic",4,"3"
"Sputnik",2,6,15,7,168,5.55,16740,1.29,"Player Elimination","Abstract Games, Children's Games",17,"3"
"Cranium Junior",2,0,20,7,33,5.42,16741,1,"Acting, Paper-and-Pencil","Basic",13,"3"
"Broomsticks and Backflips",2,4,15,4,54,5.5,16742,1,"Memory","Basic",11,"3"
"KRASH!",2,2,60,12,31,5.74,16743,1.75,"Area Movement","Wargames",21,"3"
"Pick Your Poison",3,8,45,12,55,5.57,16744,1,"Not mentioned","Basic",6,"3"
"Rette sich, wer kann!",2,4,30,5,32,5.58,16745,1,"Area Movement, Dice Rolling, Roll , Spin and Move","Abstract Games",39,"3"
"Glory Road: The First Battle of Bull Run",2,2,120,12,33,5.64,16746,2.8,"Dice Rolling, Hexagon Grid, Zone of Control","Wargames",36,"3"
"Code Breaker",2,4,20,10,38,5.45,16747,2,"Hand Management","Basic",24,"3"
"Click Clack",2,4,20,5,99,5.49,16748,1,"Roll , Spin and Move, Set Collection","Children's Games",14,"3"
"Abagio",2,2,38,10,49,5.5,16749,1,"Roll , Spin and Move","Abstract Games",18,"3"
"The Brady Bunch Party Game",3,8,20,9,38,5.93,16750,2,"Not mentioned","Basic",4,"3"
"Pie Rats of the Carob Bean Farm",2,6,45,10,33,6.28,16751,0,"Hand Management, Set Collection, Take That, Trick-taking","Basic",6,"4"
"Bücherwurm",2,8,30,8,54,5.5,16752,0,"Card Drafting","Basic",6,"3"
"The Baton Races of Yaz",2,2,60,8,66,5.43,16753,1.86,"Grid Movement, Hexagon Grid","Strategy Games, Thematic Games",38,"3"
"Die kleine Hexe",2,4,25,5,51,5.56,16754,1,"Cooperative Game, Memory","Basic",15,"3"
"New Phone, Who Dis?",3,20,90,17,49,5.57,16755,1,"Hand Management, Player Judge","Basic",3,"3"
"In Pursuit",4,8,60,12,167,5.55,16756,1.83,"Roll , Spin and Move, Team-Based Game","Basic",21,"3"
"Animocrazy 豬事議會",4,10,30,10,1141,5.52,16757,1.28,"Voting","Party Games",22,"3"
"Giraffometer",2,8,40,10,99,5.62,16758,1,"Voting","Basic",7,"3"
"Dingbats",2,0,0,10,34,5.56,16759,0,"Not mentioned","Basic",19,"3"
"Adeptus Titanicus II",2,2,120,0,36,5.53,16760,2,"Not mentioned","Wargames",22,"3"
"James Bond 007",2,4,45,10,31,5.57,16761,1.17,"Not mentioned","Basic",57,"3"
"Words with Friends",2,4,0,13,82,5.5,16762,1,"Hand Management, Tile Placement","Basic",10,"3"
"Point-Blank",2,2,10,8,83,5.63,16763,1.33,"Area Majority , Influence, Enclosure, Network and Route Building","Abstract Games",43,"3"
"Bobby Sitter",2,6,10,5,181,5.5,16764,1,"Pattern Recognition","Children's Games",14,"3"
"Zombeasts",2,4,20,8,71,5.7,16765,1.67,"Not mentioned","Basic",8,"3"
"Charge it!",2,6,30,0,62,5.62,16766,1,"Not mentioned","Basic",50,"3"
"Clickbait",3,8,30,14,59,5.37,16767,1,"Dice Rolling","Basic",4,"3"
"Diabolo",3,5,30,8,466,5.51,16768,1.35,"Hand Management","Family Games",16,"3"
"Chaos",2,4,20,8,63,5.56,16769,1.5,"Memory, Secret Unit Deployment","Abstract Games",52,"3"
"Im Reich des weißen Bären",2,4,45,8,59,5.67,16770,1.13,"Pick-up and Deliver, Roll , Spin and Move","Children's Games",31,"3"
"Superbohaterowie",2,5,15,6,41,5.63,16771,1,"Hand Management, Set Collection, Take That","Basic",8,"3"
"Festival",4,5,30,0,38,5.5,16772,1.5,"Card Drafting","Basic",15,"3"
"Killer Angels",2,2,300,12,35,5.71,16773,4.56,"Dice Rolling, Hexagon Grid, Simulation","Wargames",38,"3"
"InuYasha TCG",2,2,30,12,31,5.65,16774,2.4,"Variable Player Powers","Basic",18,"3"
"Rome At War I: Hannibal at Bay",2,2,120,12,113,5.56,16775,2.17,"Area Movement, Dice Rolling, Simulation","Wargames",22,"3"
"Alfapet",2,4,60,10,418,5.55,16776,1.94,"Hand Management, Tile Placement","Family Games",28,"3"
"Rhumb Line",2,2,25,0,47,5.63,16777,1.17,"Pattern Building, Tile Placement","Abstract Games",19,"3"
"For Fame & Fortune",2,6,20,14,39,5.55,16778,1.43,"Betting and Bluffing, Card Drafting, Hand Management","Basic",11,"3"
"Tooor!",2,2,20,12,83,5.5,16779,1.5,"Dice Rolling, Simulation","Basic",17,"3"
"Hopple-Popple",2,4,15,3,33,5.48,16780,1,"Dice Rolling, Set Collection","Children's Games",27,"3"
"The Garden Game",2,4,0,12,56,5.94,16781,2,"Roll , Spin and Move, Set Collection, Trading","Basic",42,"3"
"Verrat!",4,4,60,12,45,5.43,16782,3,"Secret Unit Deployment, Set Collection, Simultaneous Action Selection","Basic",23,"3"
"Saratoga: 1777 - Burgoyne vs Gates",2,2,90,0,36,5.37,16783,2.57,"Point to Point Movement","Wargames",48,"3"
"Movie Trailer",3,8,45,14,34,5.59,16784,0,"Not mentioned","Basic",10,"3"
"Button Up!",2,2,15,8,159,5.54,16785,1.13,"Point to Point Movement","Abstract Games",10,"3"
"Port of Piraeus",3,6,60,12,53,5.68,16786,2,"Commodity Speculation, Set Collection, Trading","Basic",7,"3"
"Pennant Race",1,12,10,12,92,5.55,16787,1.92,"Trading","Basic",39,"3"
"Motto",2,4,30,8,62,5.47,16788,1.33,"Set Collection","Family Games",7,"3"
"Froop!",2,10,30,0,57,5.5,16789,1.14,"Pattern Building, Tile Placement","Abstract Games",20,"3"
"Waz Baraz",3,6,20,10,79,5.51,16790,1.5,"Not mentioned","Basic",18,"3"
"Muses",1,1,5,0,38,5.51,16791,1.13,"Dice Rolling","Basic",9,"3"
"Mermaid Beach",2,5,15,6,55,5.77,16792,1,"Set Collection","Basic",11,"3"
"Lankhmar",2,4,240,12,40,5.63,16793,2,"Alliances, Events, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Negotiation, Player Elimination, Race, Variable Player Powers, Variable Set-up","Wargames",46,"3"
"Sid Meier's Civilization: The Boardgame",2,6,360,12,2676,5.6,16794,3.66,"Area Movement, Dice Rolling, Set Collection, Simultaneous Action Selection, Trading","Strategy Games",20,"3"
"War! Age of Imperialism",2,6,180,12,800,5.61,16795,2.8,"Area Movement, Dice Rolling, Simulation","Strategy Games, Wargames",21,"3"
"Super Kitty Bug Slap",3,5,20,6,39,5.49,16796,1,"Memory, Pattern Recognition","Basic",5,"3"
"Crime Solvers",1,12,120,12,43,5.77,16797,3,"Not mentioned","Basic",36,"3"
"Black Hole",2,2,30,10,100,5.56,16798,1.7,"Grid Movement, Hexagon Grid, Simulation","Wargames",44,"3"
"HeroCard Galaxy",2,4,60,10,65,5.66,16799,2.17,"Variable Player Powers","Basic",16,"3"
"Star Wars: Star Battle",2,4,45,8,31,5.44,16800,2,"Card Drafting, Dice Rolling, Push Your Luck","Basic",7,"3"
"Chutes Away!!!!!",2,4,20,4,47,5.51,16801,1.25,"Not mentioned","Children's Games",45,"3"
"Kazink",2,4,15,7,80,5.54,16802,1,"Team-Based Game","Basic",17,"3"
"Discover India",2,5,45,8,134,5.49,16803,1.8,"Set Collection","Basic",12,"3"
"Officinalis",1,4,30,7,39,5.55,16804,0,"Set Collection, Trick-taking","Basic",3,"3"
"Teenage Mutant Ninja Turtles Game",2,4,60,6,123,5.51,16805,1.21,"Action Points, Dice Rolling, Point to Point Movement, Roll , Spin and Move","Basic",19,"3"
"The Witcher: The Adventure Card Game",2,4,60,12,257,5.6,16806,2.08,"Auction,Bidding, Card Drafting, Hand Management","Basic",15,"3"
"LEGO Time Cruisers Game",2,4,30,8,36,5.56,16807,1,"Roll , Spin and Move, Set Collection","Children's Games",25,"3"
"UNO House Rules",2,10,30,7,67,5.57,16808,1,"Hand Management","Basic",24,"3"
"Piraten, Planken & Peseten",2,4,45,8,51,5.43,16809,1.57,"Action Points","Basic",18,"3"
"Rackare!",3,20,60,15,49,5.56,16810,1.5,"Hand Management, Simultaneous Action Selection","Basic",7,"3"
"This Belongs in a Museum",2,4,30,10,49,5.77,16811,2.5,"Area Majority , Influence, Set Collection, Tile Placement","Basic",5,"3"
"Fanhunter: Las Montañas de la Locura - Electric Boogaloo",1,5,30,10,48,5.73,16812,1.5,"Cooperative Game","Basic",9,"3"
"Kronen für den König",3,4,45,10,43,5.48,16813,2,"Worker Placement","Basic",9,"3"
"A Dog's Life",2,6,90,8,575,5.53,16814,1.84,"Action Points, Area Movement, Pick-up and Deliver, Simulation, Variable Player Powers","Family Games",21,"3"
"Dear Leader",5,9,60,13,45,6.07,16815,1,"Acting, Role Playing, Simulation, Storytelling","Basic",6,"4"
"Highlander: The Duel",2,2,25,13,38,5.63,16816,1,"Card Drafting, Pattern Recognition, Push Your Luck","Basic",4,"3"
"Take a Chance",2,5,30,8,33,5.59,16817,1.25,"Not mentioned","Basic",13,"3"
"Abbeville 1940",2,2,0,12,30,5.62,16818,2.83,"Hexagon Grid","Wargames",26,"3"
"Ninja Dojo Fight!",2,4,15,7,55,5.55,16819,1,"Rock-Paper-Scissors, Set Collection, Simultaneous Action Selection","Basic",7,"3"
"Hippo Hopp",2,4,30,8,53,5.53,16820,1,"Memory","Basic",11,"3"
"Solo Tower Hack",1,1,10,0,57,5.59,16821,1.55,"Dice Rolling, Paper-and-Pencil","Basic",15,"3"
"Crimson Creek",2,6,90,16,256,5.65,16822,2.67,"Area Movement, Cooperative Game, Player Elimination, Variable Player Powers","Basic",6,"3"
"Bid It",2,6,30,8,32,5.45,16823,1,"Auction,Bidding, Betting and Bluffing","Basic",19,"3"
"Bullwinkle and Rocky Role Playing Party Game",2,10,90,12,70,5.54,16824,1,"Role Playing, Storytelling","Basic",34,"3"
"Big Deal",2,6,120,12,118,5.57,16825,3.14,"Auction,Bidding, Stock Holding","Basic",21,"3"
"Shrieks & Creaks",2,4,0,0,46,5.86,16826,1.5,"Point to Point Movement","Basic",34,"3"
"Candidate",2,6,90,10,180,5.55,16827,2,"Not mentioned","Strategy Games, Thematic Games",31,"3"
"Fight on the Beaches",2,2,120,12,45,5.64,16828,2.7,"Dice Rolling, Hexagon Grid","Wargames",37,"3"
"Animal Express",2,5,20,5,49,5.48,16829,1.14,"Betting and Bluffing, Card Drafting, Set Collection","Family Games",15,"3"
"Uno: 30 Year Anniversary Edition",2,10,30,7,37,5.72,16830,1,"Hand Management","Basic",21,"3"
"Monopoly: Game of Thrones",2,6,0,0,82,5.52,16831,1.33,"Auction,Bidding, Player Elimination, Roll , Spin and Move, Set Collection, Trading","Basic",4,"3"
"1984: Animal Farm",3,5,90,12,77,5.51,16832,2.63,"Area Majority , Influence, Team-Based Game","Basic",10,"3"
"Mess Machine",2,4,30,10,72,5.61,16833,2,"Action Queue","Basic",8,"3"
"Raise the Roof",2,4,60,7,51,5.73,16834,1,"Hand Management, Modular Board, Set Collection, Take That","Basic",40,"3"
"I Think You Think I Think",2,6,60,12,32,5.49,16835,1.67,"Not mentioned","Basic",38,"3"
"Nacho Loco",2,6,20,8,199,5.56,16836,1,"Tile Placement","Basic",15,"3"
"Race to Riches",2,4,45,10,42,5.46,16837,1.83,"Commodity Speculation, Stock Holding","Basic",33,"3"
"Café Race",3,6,15,8,150,5.53,16838,1.27,"Auction,Bidding, Dice Rolling, Simultaneous Action Selection","Basic",17,"3"
"Math Dice Jr.",2,0,10,6,48,5.49,16839,1,"Dice Rolling","Basic",2022,"3"
"UNO Hearts",2,8,30,7,138,5.62,16840,2.09,"Hand Management, Trick-taking","Basic",28,"3"
